Domain1	Domain2	Source
PF04166	PF04166	iPfam
PF08775	PF08775	iPfam
PF02911	PF02911	iPfam
PF01208	PF01208	iPfam
PF03211	PF03211	iPfam
PF07501	PF07501	iPfam
PF06032	PF06032	iPfam
PF07338	PF07338	iPfam
PF06405	PF06405	iPfam
PF00687	PF00687	iPfam
PF01430	PF01430	iPfam
PF03781	PF03781	iPfam
PF06535	PF06535	iPfam
PF01153	PF01153	iPfam
PF05239	PF05239	iPfam
PF00381	PF00381	iPfam
PF00160	PF00160	iPfam
PF05087	PF05087	iPfam
PF09060	PF09060	iPfam
PF03642	PF03642	iPfam
PF01474	PF01474	iPfam
PF03333	PF03333	iPfam
PF00210	PF00210	iPfam
PF03291	PF03291	iPfam
PF03133	PF03133	iPfam
PF02533	PF02533	iPfam
PF10988	PF10988	iPfam
PF09401	PF09401	iPfam
PF01745	PF01745	iPfam
PF01821	PF01821	iPfam
PF12712	PF12712	iPfam
PF02881	PF02881	iPfam
PF08389	PF08389	iPfam
PF13456	PF13456	iPfam
PF07528	PF07528	iPfam
PF05790	PF05790	iPfam
PF07702	PF07702	iPfam
PF01276	PF01276	iPfam
PF05543	PF05543	iPfam
PF00929	PF00929	iPfam
PF12203	PF12203	iPfam
PF09254	PF09254	iPfam
PF02828	PF02828	iPfam
PF02313	PF02313	iPfam
PF11574	PF11574	iPfam
PF13279	PF13279	iPfam
PF06684	PF06684	iPfam
PF08125	PF08125	iPfam
PF00340	PF00340	iPfam
PF03263	PF03263	iPfam
PF05669	PF05669	iPfam
PF04089	PF04089	iPfam
PF02254	PF02254	iPfam
PF01694	PF01694	iPfam
PF00928	PF00928	iPfam
PF10763	PF10763	iPfam
PF00532	PF00532	iPfam
PF03193	PF03193	iPfam
PF13305	PF13305	iPfam
PF12822	PF12822	iPfam
PF07920	PF07920	iPfam
PF12354	PF12354	iPfam
PF06068	PF06068	iPfam
PF08810	PF08810	iPfam
PF00237	PF00237	iPfam
PF01394	PF01394	iPfam
PF11728	PF11728	iPfam
PF08764	PF08764	iPfam
PF13556	PF13556	iPfam
PF00979	PF00979	iPfam
PF00764	PF00764	iPfam
PF00335	PF00335	iPfam
PF00972	PF00972	iPfam
PF01820	PF01820	iPfam
PF10531	PF10531	iPfam
PF00042	PF00042	iPfam
PF06500	PF06500	iPfam
PF12219	PF12219	iPfam
PF09403	PF09403	iPfam
PF06222	PF06222	iPfam
PF00805	PF00805	iPfam
PF00578	PF00578	iPfam
PF13229	PF13229	iPfam
PF13149	PF13149	iPfam
PF00603	PF00603	iPfam
PF13949	PF13949	iPfam
PF00419	PF00419	iPfam
PF01865	PF01865	iPfam
PF01633	PF01633	iPfam
PF01424	PF01424	iPfam
PF01123	PF01123	iPfam
PF04288	PF04288	iPfam
PF12464	PF12464	iPfam
PF08704	PF08704	iPfam
PF09294	PF09294	iPfam
PF14489	PF14489	iPfam
PF04993	PF04993	iPfam
PF14614	PF14614	iPfam
PF01680	PF01680	iPfam
PF01058	PF01058	iPfam
PF02146	PF02146	iPfam
PF01195	PF01195	iPfam
PF04414	PF04414	iPfam
PF12226	PF12226	iPfam
PF09439	PF09439	iPfam
PF00462	PF00462	iPfam
PF00134	PF00134	iPfam
PF01472	PF01472	iPfam
PF13348	PF13348	iPfam
PF00394	PF00394	iPfam
PF02121	PF02121	iPfam
PF14566	PF14566	iPfam
PF12738	PF12738	iPfam
PF08883	PF08883	iPfam
PF01676	PF01676	iPfam
PF09754	PF09754	iPfam
PF07244	PF07244	iPfam
PF04392	PF04392	iPfam
PF12204	PF12204	iPfam
PF06479	PF06479	iPfam
PF13893	PF13893	iPfam
PF00155	PF00155	iPfam
PF04810	PF04810	iPfam
PF13023	PF13023	iPfam
PF00500	PF00500	iPfam
PF03422	PF03422	iPfam
PF01991	PF01991	iPfam
PF09176	PF09176	iPfam
PF03587	PF03587	iPfam
PF02733	PF02733	iPfam
PF10386	PF10386	iPfam
PF07689	PF07689	iPfam
PF03807	PF03807	iPfam
PF11528	PF11528	iPfam
PF05310	PF05310	iPfam
PF12107	PF12107	iPfam
PF03054	PF03054	iPfam
PF00565	PF00565	iPfam
PF08569	PF08569	iPfam
PF07677	PF07677	iPfam
PF08536	PF08536	iPfam
PF13740	PF13740	iPfam
PF10282	PF10282	iPfam
PF01406	PF01406	iPfam
PF00184	PF00184	iPfam
PF02961	PF02961	iPfam
PF01756	PF01756	iPfam
PF01128	PF01128	iPfam
PF03260	PF03260	iPfam
PF00151	PF00151	iPfam
PF00200	PF00200	iPfam
PF13439	PF13439	iPfam
PF01087	PF01087	iPfam
PF13412	PF13412	iPfam
PF07005	PF07005	iPfam
PF00353	PF00353	iPfam
PF04857	PF04857	iPfam
PF13765	PF13765	iPfam
PF13201	PF13201	iPfam
PF04748	PF04748	iPfam
PF00211	PF00211	iPfam
PF13532	PF13532	iPfam
PF04085	PF04085	iPfam
PF14864	PF14864	iPfam
PF05133	PF05133	iPfam
PF00209	PF00209	iPfam
PF10416	PF10416	iPfam
PF04345	PF04345	iPfam
PF07110	PF07110	iPfam
PF00505	PF00505	iPfam
PF05035	PF05035	iPfam
PF05067	PF05067	iPfam
PF07470	PF07470	iPfam
PF05772	PF05772	iPfam
PF13434	PF13434	iPfam
PF01614	PF01614	iPfam
PF08807	PF08807	iPfam
PF00550	PF00550	iPfam
PF08445	PF08445	iPfam
PF01483	PF01483	iPfam
PF00994	PF00994	iPfam
PF13995	PF13995	iPfam
PF02979	PF02979	iPfam
PF03126	PF03126	iPfam
PF05995	PF05995	iPfam
PF01358	PF01358	iPfam
PF01411	PF01411	iPfam
PF01855	PF01855	iPfam
PF01712	PF01712	iPfam
PF02566	PF02566	iPfam
PF01568	PF01568	iPfam
PF01145	PF01145	iPfam
PF14586	PF14586	iPfam
PF03288	PF03288	iPfam
PF13938	PF13938	iPfam
PF07951	PF07951	iPfam
PF08988	PF08988	iPfam
PF11440	PF11440	iPfam
PF04203	PF04203	iPfam
PF00239	PF00239	iPfam
PF00531	PF00531	iPfam
PF07488	PF07488	iPfam
PF00015	PF00015	iPfam
PF00264	PF00264	iPfam
PF03759	PF03759	iPfam
PF00274	PF00274	iPfam
PF02239	PF02239	iPfam
PF00218	PF00218	iPfam
PF01113	PF01113	iPfam
PF14743	PF14743	iPfam
PF02380	PF02380	iPfam
PF02744	PF02744	iPfam
PF04350	PF04350	iPfam
PF02312	PF02312	iPfam
PF04733	PF04733	iPfam
PF02877	PF02877	iPfam
PF10643	PF10643	iPfam
PF08501	PF08501	iPfam
PF00122	PF00122	iPfam
PF01532	PF01532	iPfam
PF03931	PF03931	iPfam
PF13720	PF13720	iPfam
PF06254	PF06254	iPfam
PF01376	PF01376	iPfam
PF07521	PF07521	iPfam
PF13501	PF13501	iPfam
PF06133	PF06133	iPfam
PF00425	PF00425	iPfam
PF00223	PF00223	iPfam
PF00856	PF00856	iPfam
PF01706	PF01706	iPfam
PF05193	PF05193	iPfam
PF11468	PF11468	iPfam
PF13734	PF13734	iPfam
PF00348	PF00348	iPfam
PF01804	PF01804	iPfam
PF08946	PF08946	iPfam
PF04185	PF04185	iPfam
PF02924	PF02924	iPfam
PF02263	PF02263	iPfam
PF00878	PF00878	iPfam
PF04542	PF04542	iPfam
PF00147	PF00147	iPfam
PF02641	PF02641	iPfam
PF07995	PF07995	iPfam
PF05721	PF05721	iPfam
PF00374	PF00374	iPfam
PF02551	PF02551	iPfam
PF06013	PF06013	iPfam
PF01903	PF01903	iPfam
PF07221	PF07221	iPfam
PF03205	PF03205	iPfam
PF01740	PF01740	iPfam
PF02898	PF02898	iPfam
PF08002	PF08002	iPfam
PF06372	PF06372	iPfam
PF05637	PF05637	iPfam
PF00180	PF00180	iPfam
PF08341	PF08341	iPfam
PF01135	PF01135	iPfam
PF09277	PF09277	iPfam
PF03776	PF03776	iPfam
PF01155	PF01155	iPfam
PF14720	PF14720	iPfam
PF10448	PF10448	iPfam
PF04297	PF04297	iPfam
PF00838	PF00838	iPfam
PF03925	PF03925	iPfam
PF01642	PF01642	iPfam
PF01007	PF01007	iPfam
PF09492	PF09492	iPfam
PF00909	PF00909	iPfam
PF10566	PF10566	iPfam
PF09668	PF09668	iPfam
PF04464	PF04464	iPfam
PF04951	PF04951	iPfam
PF03099	PF03099	iPfam
PF00389	PF00389	iPfam
PF07684	PF07684	iPfam
PF03401	PF03401	iPfam
PF01373	PF01373	iPfam
PF00888	PF00888	iPfam
PF14157	PF14157	iPfam
PF08860	PF08860	iPfam
PF05190	PF05190	iPfam
PF11550	PF11550	iPfam
PF01287	PF01287	iPfam
PF00623	PF00623	iPfam
PF00593	PF00593	iPfam
PF04043	PF04043	iPfam
PF01638	PF01638	iPfam
PF08545	PF08545	iPfam
PF08397	PF08397	iPfam
PF05357	PF05357	iPfam
PF02558	PF02558	iPfam
PF05916	PF05916	iPfam
PF02303	PF02303	iPfam
PF02840	PF02840	iPfam
PF02548	PF02548	iPfam
PF01465	PF01465	iPfam
PF04574	PF04574	iPfam
PF01261	PF01261	iPfam
PF09644	PF09644	iPfam
PF00361	PF00361	iPfam
PF09129	PF09129	iPfam
PF06443	PF06443	iPfam
PF02156	PF02156	iPfam
PF02250	PF02250	iPfam
PF01344	PF01344	iPfam
PF00321	PF00321	iPfam
PF00027	PF00027	iPfam
PF02811	PF02811	iPfam
PF05983	PF05983	iPfam
PF02055	PF02055	iPfam
PF13499	PF13499	iPfam
PF11715	PF11715	iPfam
PF06058	PF06058	iPfam
PF05579	PF05579	iPfam
PF12766	PF12766	iPfam
PF04918	PF04918	iPfam
PF00428	PF00428	iPfam
PF12137	PF12137	iPfam
PF12723	PF12723	iPfam
PF05739	PF05739	iPfam
PF07498	PF07498	iPfam
PF00158	PF00158	iPfam
PF04272	PF04272	iPfam
PF00773	PF00773	iPfam
PF04029	PF04029	iPfam
PF13465	PF13465	iPfam
PF02910	PF02910	iPfam
PF10740	PF10740	iPfam
PF08522	PF08522	iPfam
PF02515	PF02515	iPfam
PF00943	PF00943	iPfam
PF00538	PF00538	iPfam
PF01102	PF01102	iPfam
PF00605	PF00605	iPfam
PF00936	PF00936	iPfam
PF00031	PF00031	iPfam
PF01768	PF01768	iPfam
PF07969	PF07969	iPfam
PF03165	PF03165	iPfam
PF05165	PF05165	iPfam
PF00795	PF00795	iPfam
PF04127	PF04127	iPfam
PF07743	PF07743	iPfam
PF00129	PF00129	iPfam
PF01109	PF01109	iPfam
PF03095	PF03095	iPfam
PF00106	PF00106	iPfam
PF06267	PF06267	iPfam
PF14749	PF14749	iPfam
PF08717	PF08717	iPfam
PF00608	PF00608	iPfam
PF02298	PF02298	iPfam
PF02541	PF02541	iPfam
PF01771	PF01771	iPfam
PF02086	PF02086	iPfam
PF13927	PF13927	iPfam
PF07161	PF07161	iPfam
PF12327	PF12327	iPfam
PF00230	PF00230	iPfam
PF09691	PF09691	iPfam
PF12741	PF12741	iPfam
PF01289	PF01289	iPfam
PF00056	PF00056	iPfam
PF05416	PF05416	iPfam
PF01466	PF01466	iPfam
PF07929	PF07929	iPfam
PF04587	PF04587	iPfam
PF00638	PF00638	iPfam
PF02743	PF02743	iPfam
PF09026	PF09026	iPfam
PF00665	PF00665	iPfam
PF07408	PF07408	iPfam
PF13979	PF13979	iPfam
PF01852	PF01852	iPfam
PF13426	PF13426	iPfam
PF02258	PF02258	iPfam
PF04493	PF04493	iPfam
PF01068	PF01068	iPfam
PF05899	PF05899	iPfam
PF01845	PF01845	iPfam
PF08854	PF08854	iPfam
PF08275	PF08275	iPfam
PF13977	PF13977	iPfam
PF03246	PF03246	iPfam
PF09765	PF09765	iPfam
PF05049	PF05049	iPfam
PF00689	PF00689	iPfam
PF08831	PF08831	iPfam
PF11108	PF11108	iPfam
PF14716	PF14716	iPfam
PF09057	PF09057	iPfam
PF04340	PF04340	iPfam
PF01488	PF01488	iPfam
PF07686	PF07686	iPfam
PF08786	PF08786	iPfam
PF08671	PF08671	iPfam
PF14535	PF14535	iPfam
PF04455	PF04455	iPfam
PF00825	PF00825	iPfam
PF06262	PF06262	iPfam
PF02089	PF02089	iPfam
PF01000	PF01000	iPfam
PF00478	PF00478	iPfam
PF11570	PF11570	iPfam
PF06371	PF06371	iPfam
PF13087	PF13087	iPfam
PF14700	PF14700	iPfam
PF01023	PF01023	iPfam
PF01789	PF01789	iPfam
PF01329	PF01329	iPfam
PF01129	PF01129	iPfam
PF09291	PF09291	iPfam
PF09123	PF09123	iPfam
PF06029	PF06029	iPfam
PF03562	PF03562	iPfam
PF05757	PF05757	iPfam
PF00078	PF00078	iPfam
PF01390	PF01390	iPfam
PF11583	PF11583	iPfam
PF03590	PF03590	iPfam
PF09376	PF09376	iPfam
PF08769	PF08769	iPfam
PF07071	PF07071	iPfam
PF01110	PF01110	iPfam
PF00587	PF00587	iPfam
PF01331	PF01331	iPfam
PF03900	PF03900	iPfam
PF02825	PF02825	iPfam
PF13640	PF13640	iPfam
PF10458	PF10458	iPfam
PF00191	PF00191	iPfam
PF08068	PF08068	iPfam
PF00290	PF00290	iPfam
PF02954	PF02954	iPfam
PF02574	PF02574	iPfam
PF00062	PF00062	iPfam
PF09019	PF09019	iPfam
PF00862	PF00862	iPfam
PF07705	PF07705	iPfam
PF00082	PF00082	iPfam
PF00198	PF00198	iPfam
PF12539	PF12539	iPfam
PF01353	PF01353	iPfam
PF02437	PF02437	iPfam
PF11639	PF11639	iPfam
PF13238	PF13238	iPfam
PF01713	PF01713	iPfam
PF11598	PF11598	iPfam
PF00144	PF00144	iPfam
PF02272	PF02272	iPfam
PF03498	PF03498	iPfam
PF09864	PF09864	iPfam
PF02410	PF02410	iPfam
PF00726	PF00726	iPfam
PF08828	PF08828	iPfam
PF09588	PF09588	iPfam
PF03063	PF03063	iPfam
PF12199	PF12199	iPfam
PF13443	PF13443	iPfam
PF07237	PF07237	iPfam
PF01641	PF01641	iPfam
PF00808	PF00808	iPfam
PF01142	PF01142	iPfam
PF02423	PF02423	iPfam
PF04423	PF04423	iPfam
PF14495	PF14495	iPfam
PF01256	PF01256	iPfam
PF04157	PF04157	iPfam
PF00869	PF00869	iPfam
PF04261	PF04261	iPfam
PF03069	PF03069	iPfam
PF01825	PF01825	iPfam
PF09637	PF09637	iPfam
PF03625	PF03625	iPfam
PF07764	PF07764	iPfam
PF04237	PF04237	iPfam
PF01583	PF01583	iPfam
PF02080	PF02080	iPfam
PF01554	PF01554	iPfam
PF03645	PF03645	iPfam
PF02625	PF02625	iPfam
PF00278	PF00278	iPfam
PF05942	PF05942	iPfam
PF01397	PF01397	iPfam
PF09850	PF09850	iPfam
PF00757	PF00757	iPfam
PF05053	PF05053	iPfam
PF01250	PF01250	iPfam
PF02626	PF02626	iPfam
PF08941	PF08941	iPfam
PF08784	PF08784	iPfam
PF03636	PF03636	iPfam
PF10651	PF10651	iPfam
PF13744	PF13744	iPfam
PF06153	PF06153	iPfam
PF00728	PF00728	iPfam
PF09067	PF09067	iPfam
PF00285	PF00285	iPfam
PF07233	PF07233	iPfam
PF01233	PF01233	iPfam
PF09037	PF09037	iPfam
PF05949	PF05949	iPfam
PF09648	PF09648	iPfam
PF04809	PF04809	iPfam
PF09633	PF09633	iPfam
PF00440	PF00440	iPfam
PF04242	PF04242	iPfam
PF00504	PF00504	iPfam
PF01926	PF01926	iPfam
PF01545	PF01545	iPfam
PF12869	PF12869	iPfam
PF08978	PF08978	iPfam
PF08630	PF08630	iPfam
PF00854	PF00854	iPfam
PF13638	PF13638	iPfam
PF02033	PF02033	iPfam
PF11563	PF11563	iPfam
PF02821	PF02821	iPfam
PF01391	PF01391	iPfam
PF07449	PF07449	iPfam
PF00527	PF00527	iPfam
PF07973	PF07973	iPfam
PF03973	PF03973	iPfam
PF01481	PF01481	iPfam
PF08562	PF08562	iPfam
PF00024	PF00024	iPfam
PF01242	PF01242	iPfam
PF03598	PF03598	iPfam
PF14633	PF14633	iPfam
PF00111	PF00111	iPfam
PF00960	PF00960	iPfam
PF01339	PF01339	iPfam
PF11577	PF11577	iPfam
PF02329	PF02329	iPfam
PF09454	PF09454	iPfam
PF02014	PF02014	iPfam
PF11975	PF11975	iPfam
PF00547	PF00547	iPfam
PF03364	PF03364	iPfam
PF14185	PF14185	iPfam
PF01815	PF01815	iPfam
PF14465	PF14465	iPfam
PF01766	PF01766	iPfam
PF02637	PF02637	iPfam
PF00651	PF00651	iPfam
PF04099	PF04099	iPfam
PF02901	PF02901	iPfam
PF03924	PF03924	iPfam
PF06290	PF06290	iPfam
PF03484	PF03484	iPfam
PF03721	PF03721	iPfam
PF13692	PF13692	iPfam
PF03271	PF03271	iPfam
PF03548	PF03548	iPfam
PF08676	PF08676	iPfam
PF05871	PF05871	iPfam
PF03255	PF03255	iPfam
PF13370	PF13370	iPfam
PF00759	PF00759	iPfam
PF03459	PF03459	iPfam
PF04711	PF04711	iPfam
PF13382	PF13382	iPfam
PF13920	PF13920	iPfam
PF00250	PF00250	iPfam
PF08817	PF08817	iPfam
PF14832	PF14832	iPfam
PF03102	PF03102	iPfam
PF00523	PF00523	iPfam
PF02782	PF02782	iPfam
PF00648	PF00648	iPfam
PF11482	PF11482	iPfam
PF02403	PF02403	iPfam
PF02913	PF02913	iPfam
PF04962	PF04962	iPfam
PF10692	PF10692	iPfam
PF01881	PF01881	iPfam
PF00195	PF00195	iPfam
PF08965	PF08965	iPfam
PF06079	PF06079	iPfam
PF11505	PF11505	iPfam
PF06965	PF06965	iPfam
PF02940	PF02940	iPfam
PF02706	PF02706	iPfam
PF09258	PF09258	iPfam
PF00377	PF00377	iPfam
PF09233	PF09233	iPfam
PF04002	PF04002	iPfam
PF02942	PF02942	iPfam
PF02682	PF02682	iPfam
PF00840	PF00840	iPfam
PF00453	PF00453	iPfam
PF08916	PF08916	iPfam
PF04096	PF04096	iPfam
PF01509	PF01509	iPfam
PF03414	PF03414	iPfam
PF00011	PF00011	iPfam
PF01981	PF01981	iPfam
PF01564	PF01564	iPfam
PF12693	PF12693	iPfam
PF03210	PF03210	iPfam
PF01994	PF01994	iPfam
PF13969	PF13969	iPfam
PF13416	PF13416	iPfam
PF07124	PF07124	iPfam
PF05408	PF05408	iPfam
PF01502	PF01502	iPfam
PF09166	PF09166	iPfam
PF04814	PF04814	iPfam
PF11463	PF11463	iPfam
PF01868	PF01868	iPfam
PF02562	PF02562	iPfam
PF05186	PF05186	iPfam
PF00291	PF00291	iPfam
PF10804	PF10804	iPfam
PF01894	PF01894	iPfam
PF00385	PF00385	iPfam
PF13560	PF13560	iPfam
PF03881	PF03881	iPfam
PF13923	PF13923	iPfam
PF08362	PF08362	iPfam
PF01997	PF01997	iPfam
PF03830	PF03830	iPfam
PF01849	PF01849	iPfam
PF07484	PF07484	iPfam
PF10417	PF10417	iPfam
PF00508	PF00508	iPfam
PF02475	PF02475	iPfam
PF08725	PF08725	iPfam
PF01149	PF01149	iPfam
PF01686	PF01686	iPfam
PF01487	PF01487	iPfam
PF01746	PF01746	iPfam
PF00429	PF00429	iPfam
PF03711	PF03711	iPfam
PF00168	PF00168	iPfam
PF13481	PF13481	iPfam
PF00268	PF00268	iPfam
PF03728	PF03728	iPfam
PF00215	PF00215	iPfam
PF08191	PF08191	iPfam
PF04989	PF04989	iPfam
PF00253	PF00253	iPfam
PF04170	PF04170	iPfam
PF04914	PF04914	iPfam
PF01978	PF01978	iPfam
PF08489	PF08489	iPfam
PF13378	PF13378	iPfam
PF01884	PF01884	iPfam
PF02899	PF02899	iPfam
PF13869	PF13869	iPfam
PF13578	PF13578	iPfam
PF01874	PF01874	iPfam
PF13672	PF13672	iPfam
PF00112	PF00112	iPfam
PF02737	PF02737	iPfam
PF06545	PF06545	iPfam
PF02203	PF02203	iPfam
PF00071	PF00071	iPfam
PF14059	PF14059	iPfam
PF08513	PF08513	iPfam
PF03070	PF03070	iPfam
PF03747	PF03747	iPfam
PF04212	PF04212	iPfam
PF14888	PF14888	iPfam
PF00554	PF00554	iPfam
PF04721	PF04721	iPfam
PF01223	PF01223	iPfam
PF06184	PF06184	iPfam
PF01382	PF01382	iPfam
PF00243	PF00243	iPfam
PF11555	PF11555	iPfam
PF07832	PF07832	iPfam
PF00397	PF00397	iPfam
PF03270	PF03270	iPfam
PF12919	PF12919	iPfam
PF00576	PF00576	iPfam
PF00952	PF00952	iPfam
PF00866	PF00866	iPfam
PF02221	PF02221	iPfam
PF00762	PF00762	iPfam
PF00159	PF00159	iPfam
PF12003	PF12003	iPfam
PF02142	PF02142	iPfam
PF00786	PF00786	iPfam
PF14503	PF14503	iPfam
PF08932	PF08932	iPfam
PF00127	PF00127	iPfam
PF14725	PF14725	iPfam
PF07311	PF07311	iPfam
PF05822	PF05822	iPfam
PF03278	PF03278	iPfam
PF13192	PF13192	iPfam
PF07994	PF07994	iPfam
PF03480	PF03480	iPfam
PF02264	PF02264	iPfam
PF09229	PF09229	iPfam
PF03819	PF03819	iPfam
PF06553	PF06553	iPfam
PF01401	PF01401	iPfam
PF13519	PF13519	iPfam
PF00035	PF00035	iPfam
PF00964	PF00964	iPfam
PF01657	PF01657	iPfam
PF09924	PF09924	iPfam
PF00710	PF00710	iPfam
PF01537	PF01537	iPfam
PF04309	PF04309	iPfam
PF01124	PF01124	iPfam
PF01398	PF01398	iPfam
PF01416	PF01416	iPfam
PF00176	PF00176	iPfam
PF00233	PF00233	iPfam
PF01728	PF01728	iPfam
PF02914	PF02914	iPfam
PF09010	PF09010	iPfam
PF07837	PF07837	iPfam
PF01918	PF01918	iPfam
PF00095	PF00095	iPfam
PF06043	PF06043	iPfam
PF13774	PF13774	iPfam
PF08713	PF08713	iPfam
PF07494	PF07494	iPfam
PF00831	PF00831	iPfam
PF00535	PF00535	iPfam
PF04410	PF04410	iPfam
PF00990	PF00990	iPfam
PF00040	PF00040	iPfam
PF02894	PF02894	iPfam
PF04564	PF04564	iPfam
PF02983	PF02983	iPfam
PF00644	PF00644	iPfam
PF13607	PF13607	iPfam
PF02152	PF02152	iPfam
PF01433	PF01433	iPfam
PF14589	PF14589	iPfam
PF06175	PF06175	iPfam
PF02863	PF02863	iPfam
PF03472	PF03472	iPfam
PF06005	PF06005	iPfam
PF05028	PF05028	iPfam
PF09217	PF09217	iPfam
PF09048	PF09048	iPfam
PF01663	PF01663	iPfam
PF00942	PF00942	iPfam
PF09481	PF09481	iPfam
PF02569	PF02569	iPfam
PF00102	PF00102	iPfam
PF02545	PF02545	iPfam
PF00070	PF00070	iPfam
PF13174	PF13174	iPfam
PF00604	PF00604	iPfam
PF03091	PF03091	iPfam
PF13343	PF13343	iPfam
PF12706	PF12706	iPfam
PF03175	PF03175	iPfam
PF03951	PF03951	iPfam
PF05065	PF05065	iPfam
PF01425	PF01425	iPfam
PF13356	PF13356	iPfam
PF00406	PF00406	iPfam
PF02816	PF02816	iPfam
PF02578	PF02578	iPfam
PF00947	PF00947	iPfam
PF10444	PF10444	iPfam
PF08391	PF08391	iPfam
PF00008	PF00008	iPfam
PF00749	PF00749	iPfam
PF09359	PF09359	iPfam
PF05907	PF05907	iPfam
PF00483	PF00483	iPfam
PF02210	PF02210	iPfam
PF14790	PF14790	iPfam
PF03551	PF03551	iPfam
PF08433	PF08433	iPfam
PF11524	PF11524	iPfam
PF10634	PF10634	iPfam
PF10000	PF10000	iPfam
PF03014	PF03014	iPfam
PF03946	PF03946	iPfam
PF02461	PF02461	iPfam
PF02348	PF02348	iPfam
PF01791	PF01791	iPfam
PF01255	PF01255	iPfam
PF02787	PF02787	iPfam
PF14729	PF14729	iPfam
PF09273	PF09273	iPfam
PF00316	PF00316	iPfam
PF02216	PF02216	iPfam
PF08681	PF08681	iPfam
PF03066	PF03066	iPfam
PF07651	PF07651	iPfam
PF08542	PF08542	iPfam
PF07980	PF07980	iPfam
PF06870	PF06870	iPfam
PF03416	PF03416	iPfam
PF04092	PF04092	iPfam
PF14559	PF14559	iPfam
PF01878	PF01878	iPfam
PF01808	PF01808	iPfam
PF13374	PF13374	iPfam
PF05581	PF05581	iPfam
PF00172	PF00172	iPfam
PF02522	PF02522	iPfam
PF07724	PF07724	iPfam
PF11487	PF11487	iPfam
PF00303	PF00303	iPfam
PF00828	PF00828	iPfam
PF12838	PF12838	iPfam
PF14518	PF14518	iPfam
PF09393	PF09393	iPfam
PF11589	PF11589	iPfam
PF01835	PF01835	iPfam
PF14031	PF14031	iPfam
PF01154	PF01154	iPfam
PF05658	PF05658	iPfam
PF03122	PF03122	iPfam
PF14171	PF14171	iPfam
PF08857	PF08857	iPfam
PF13098	PF13098	iPfam
PF00228	PF00228	iPfam
PF08694	PF08694	iPfam
PF10613	PF10613	iPfam
PF09387	PF09387	iPfam
PF01003	PF01003	iPfam
PF02324	PF02324	iPfam
PF02753	PF02753	iPfam
PF02492	PF02492	iPfam
PF02372	PF02372	iPfam
PF04326	PF04326	iPfam
PF04969	PF04969	iPfam
PF02353	PF02353	iPfam
PF14520	PF14520	iPfam
PF01841	PF01841	iPfam
PF11099	PF11099	iPfam
PF04073	PF04073	iPfam
PF09891	PF09891	iPfam
PF11435	PF11435	iPfam
PF00705	PF00705	iPfam
PF14552	PF14552	iPfam
PF09240	PF09240	iPfam
PF02275	PF02275	iPfam
PF00681	PF00681	iPfam
PF14809	PF14809	iPfam
PF00143	PF00143	iPfam
PF08013	PF08013	iPfam
PF05567	PF05567	iPfam
PF05031	PF05031	iPfam
PF00459	PF00459	iPfam
PF01372	PF01372	iPfam
PF00205	PF00205	iPfam
PF02138	PF02138	iPfam
PF14532	PF14532	iPfam
PF13393	PF13393	iPfam
PF01330	PF01330	iPfam
PF01625	PF01625	iPfam
PF01237	PF01237	iPfam
PF01139	PF01139	iPfam
PF03098	PF03098	iPfam
PF01006	PF01006	iPfam
PF08915	PF08915	iPfam
PF02182	PF02182	iPfam
PF04051	PF04051	iPfam
PF01230	PF01230	iPfam
PF03332	PF03332	iPfam
PF00010	PF00010	iPfam
PF14499	PF14499	iPfam
PF12746	PF12746	iPfam
PF00280	PF00280	iPfam
PF02022	PF02022	iPfam
PF04266	PF04266	iPfam
PF11991	PF11991	iPfam
PF02141	PF02141	iPfam
PF09086	PF09086	iPfam
PF07648	PF07648	iPfam
PF00433	PF00433	iPfam
PF13981	PF13981	iPfam
PF10569	PF10569	iPfam
PF01209	PF01209	iPfam
PF00520	PF00520	iPfam
PF00586	PF00586	iPfam
PF12753	PF12753	iPfam
PF02115	PF02115	iPfam
PF14539	PF14539	iPfam
PF08722	PF08722	iPfam
PF05962	PF05962	iPfam
PF01074	PF01074	iPfam
PF09467	PF09467	iPfam
PF00161	PF00161	iPfam
PF00753	PF00753	iPfam
PF00063	PF00063	iPfam
PF13292	PF13292	iPfam
PF03009	PF03009	iPfam
PF01014	PF01014	iPfam
PF01340	PF01340	iPfam
PF10208	PF10208	iPfam
PF04461	PF04461	iPfam
PF05222	PF05222	iPfam
PF09415	PF09415	iPfam
PF00066	PF00066	iPfam
PF03388	PF03388	iPfam
PF04280	PF04280	iPfam
PF02056	PF02056	iPfam
PF08267	PF08267	iPfam
PF12207	PF12207	iPfam
PF06491	PF06491	iPfam
PF02167	PF02167	iPfam
PF07365	PF07365	iPfam
PF00658	PF00658	iPfam
PF11496	PF11496	iPfam
PF05544	PF05544	iPfam
PF09194	PF09194	iPfam
PF02196	PF02196	iPfam
PF00843	PF00843	iPfam
PF13714	PF13714	iPfam
PF03767	PF03767	iPfam
PF00319	PF00319	iPfam
PF00496	PF00496	iPfam
PF01303	PF01303	iPfam
PF01065	PF01065	iPfam
PF03243	PF03243	iPfam
PF14481	PF14481	iPfam
PF09313	PF09313	iPfam
PF09996	PF09996	iPfam
PF09226	PF09226	iPfam
PF01314	PF01314	iPfam
PF01318	PF01318	iPfam
PF05920	PF05920	iPfam
PF01450	PF01450	iPfam
