Domain1	Domain2	Source
PF00073	PF00084	3did
PF00073	PF07686	3did
PF00073	PF08935	3did
PF01872	PF00383	3did
PF01872	PF01872	3did
PF00545	PF00545	3did
PF00545	PF00299	3did
PF00545	PF00240	3did
PF00636	PF00636	3did
PF00825	PF00825	3did
PF00445	PF00445	3did
PF11469	PF11469	3did
PF14622	PF00035	3did
PF14622	PF00636	3did
PF14622	PF14622	3did
PF06479	PF06479	3did
PF01042	PF01042	3did
PF02867	PF02867	3did
PF02867	PF00317	3did
PF02867	PF00268	3did
PF00268	PF00268	3did
PF00428	PF00428	3did
PF00428	PF00466	3did
PF00687	PF00687	3did
PF00687	PF01158	3did
PF00687	PF00281	3did
PF00466	PF00466	3did
PF00466	PF00298	3did
PF00466	PF03946	3did
PF00298	PF03946	3did
PF00298	PF00542	3did
PF00298	PF14693	3did
PF03946	PF00542	3did
PF00572	PF00035	3did
PF00572	PF00453	3did
PF00572	PF00297	3did
PF00572	PF01247	3did
PF01294	PF00828	3did
PF01294	PF01158	3did
PF01294	PF00573	3did
PF00238	PF01912	3did
PF00238	PF01245	3did
PF00238	PF01246	3did
PF00238	PF00297	3did
PF01929	PF01775	3did
PF01929	PF01199	3did
PF01929	PF01159	3did
PF01929	PF01248	3did
PF00827	PF01158	3did
PF00827	PF00935	3did
PF00827	PF01248	3did
PF00252	PF00252	3did
PF00252	PF01386	3did
PF00252	PF01016	3did
PF00252	PF14693	3did
PF01196	PF01196	3did
PF01196	PF00237	3did
PF01196	PF01783	3did
PF01775	PF08079	3did
PF00828	PF00828	3did
PF00828	PF00829	3did
PF00828	PF01778	3did
PF00828	PF00327	3did
PF00828	PF01632	3did
PF00828	PF01158	3did
PF00828	PF00573	3did
PF00861	PF01157	3did
PF00861	PF01016	3did
PF00861	PF00673	3did
PF14204	PF00861	3did
PF01245	PF00297	3did
PF01280	PF01776	3did
PF00181	PF03947	3did
PF00181	PF01780	3did
PF00181	PF03948	3did
PF00453	PF00453	3did
PF00453	PF00829	3did
PF00453	PF01783	3did
PF01157	PF01779	3did
PF00237	PF00237	3did
PF00237	PF01783	3did
PF00237	PF00832	3did
PF00237	PF00573	3did
PF00237	PF04280	3did
PF00237	PF08053	3did
PF00276	PF00831	3did
PF00276	PF00468	3did
PF00276	PF00832	3did
PF00276	PF00584	3did
PF00276	PF00344	3did
PF00276	PF02881	3did
PF00276	PF05697	3did
PF01246	PF01912	3did
PF01246	PF00297	3did
PF01386	PF14693	3did
PF01016	PF01016	3did
PF01777	PF01199	3did
PF01777	PF01248	3did
PF00830	PF03948	3did
PF00830	PF01281	3did
PF01778	PF01655	3did
PF01778	PF00573	3did
PF01778	PF03868	3did
PF00831	PF00584	3did
PF00831	PF00344	3did
PF00831	PF02881	3did
PF00831	PF05697	3did
PF03947	PF01780	3did
PF03947	PF03948	3did
PF00297	PF00297	3did
PF08079	PF01159	3did
PF08079	PF03868	3did
PF01197	PF00281	3did
PF01197	PF00673	3did
PF01197	PF01281	3did
PF01198	PF09439	3did
PF01655	PF01655	3did
PF01655	PF01282	3did
PF00471	PF01632	3did
PF01199	PF01248	3did
PF01247	PF01159	3did
PF01158	PF01248	3did
PF01780	PF01248	3did
PF01907	PF00832	3did
PF01907	PF00573	3did
PF00573	PF10501	3did
PF00573	PF01282	3did
PF00573	PF08053	3did
PF01020	PF00347	3did
PF05162	PF01248	3did
PF00281	PF00673	3did
PF00347	PF00347	3did
PF01159	PF01159	3did
PF01248	PF01248	3did
PF01248	PF00312	3did
PF01248	PF01599	3did
PF01248	PF03501	3did
PF01248	PF01547	3did
PF03948	PF01281	3did
PF01281	PF01281	3did
PF00338	PF00338	3did
PF00338	PF00253	3did
PF00338	PF00380	3did
PF00411	PF00411	3did
PF00411	PF01084	3did
PF00411	PF01165	3did
PF00411	PF01283	3did
PF00411	PF01200	3did
PF00411	PF01015	3did
PF00411	PF00177	3did
PF00411	PF00575	3did
PF00416	PF00203	3did
PF00416	PF01090	3did
PF00416	PF03297	3did
PF00416	PF09598	3did
PF08069	PF00312	3did
PF08069	PF01667	3did
PF08069	PF01251	3did
PF08069	PF00410	3did
PF00253	PF00833	3did
PF00253	PF00203	3did
PF00253	PF00189	3did
PF00253	PF03501	3did
PF00312	PF01667	3did
PF00312	PF01250	3did
PF00366	PF00410	3did
PF00366	PF01201	3did
PF00833	PF00318	3did
PF00833	PF04758	3did
PF00833	PF00400	3did
PF01084	PF01165	3did
PF01084	PF01250	3did
PF00203	PF01782	3did
PF00203	PF09598	3did
PF01090	PF01090	3did
PF01090	PF00177	3did
PF01090	PF00380	3did
PF00318	PF00318	3did
PF00318	PF01165	3did
PF00318	PF01249	3did
PF00318	PF00333	3did
PF00318	PF00410	3did
PF01165	PF00177	3did
PF01249	PF00333	3did
PF01249	PF03719	3did
PF01249	PF00410	3did
PF01282	PF01479	3did
PF03297	PF00177	3did
PF01283	PF01200	3did
PF01283	PF01015	3did
PF01667	PF05470	3did
PF01200	PF00177	3did
PF04758	PF01176	3did
PF04758	PF03463	3did
PF04758	PF00163	3did
PF04758	PF01479	3did
PF02482	PF02482	3did
PF02482	PF00380	3did
PF00189	PF00163	3did
PF00189	PF00333	3did
PF00163	PF03719	3did
PF00163	PF00410	3did
PF00163	PF01479	3did
PF00900	PF01479	3did
PF00333	PF03719	3did
PF03719	PF00410	3did
PF01250	PF01250	3did
PF00177	PF00177	3did
PF00177	PF00380	3did
PF00177	PF00575	3did
PF00177	PF05698	3did
PF00177	PF05697	3did
PF01251	PF00410	3did
PF00410	PF00410	3did
PF00380	PF00400	3did
PF00164	PF01176	3did
PF00164	PF03464	3did
PF00164	PF00366	3did
PF00164	PF04758	3did
PF00164	PF01668	3did
PF14374	PF00828	3did
PF14374	PF08079	3did
PF14374	PF00573	3did
PF14374	PF03868	3did
PF00834	PF00834	3did
PF06026	PF06026	3did
PF02267	PF02267	3did
PF02267	PF07686	3did
PF05062	PF00084	3did
PF14200	PF14200	3did
PF14200	PF00652	3did
PF00652	PF00652	3did
PF00652	PF05431	3did
PF00355	PF00355	3did
PF00355	PF00848	3did
PF00355	PF00866	3did
PF00355	PF07686	3did
PF13806	PF13806	3did
PF11648	PF04851	3did
PF11648	PF11648	3did
PF02197	PF02197	3did
PF10522	PF02197	3did
PF11461	PF00071	3did
PF08443	PF08443	3did
PF00848	PF00866	3did
PF00866	PF00866	3did
PF04437	PF04437	3did
PF01163	PF01163	3did
PF01163	PF09202	3did
PF00161	PF00652	3did
PF00161	PF00161	3did
PF00161	PF07686	3did
PF04068	PF03465	3did
PF04321	PF04321	3did
PF04321	PF02773	3did
PF04321	PF02772	3did
PF00074	PF00074	3did
PF00074	PF07686	3did
PF10150	PF10150	3did
PF10150	PF00575	3did
PF00075	PF00075	3did
PF00075	PF00078	3did
PF00075	PF06815	3did
PF00075	PF06817	3did
PF09468	PF09468	3did
PF09468	PF08615	3did
PF09468	PF01351	3did
PF08615	PF08615	3did
PF08615	PF01351	3did
PF01351	PF01351	3did
PF01138	PF01138	3did
PF01138	PF03725	3did
PF01138	PF00575	3did
PF03725	PF03725	3did
PF01900	PF01876	3did
PF01900	PF01900	3did
PF00929	PF00929	3did
PF00929	PF02037	3did
PF00929	PF13423	3did
PF11977	PF11977	3did
PF01877	PF01877	3did
PF10258	PF10258	3did
PF09414	PF09414	3did
PF09511	PF09511	3did
PF00940	PF00940	3did
PF00940	PF14700	3did
PF08203	PF03876	3did
PF08208	PF08208	3did
PF08208	PF06870	3did
PF08208	PF01193	3did
PF08208	PF01194	3did
PF08208	PF06883	3did
PF08208	PF04563	3did
PF08208	PF04567	3did
PF08208	PF00562	3did
PF03118	PF03118	3did
PF03118	PF01193	3did
PF03118	PF00623	3did
PF03118	PF00562	3did
PF06870	PF06870	3did
PF06870	PF04563	3did
PF01193	PF01193	3did
PF01193	PF13656	3did
PF01193	PF01194	3did
PF01193	PF00623	3did
PF01193	PF04983	3did
PF01193	PF05000	3did
PF01193	PF04998	3did
PF01193	PF00562	3did
PF01193	PF01192	3did
PF01193	PF03870	3did
PF13656	PF13656	3did
PF13656	PF00623	3did
PF13656	PF04983	3did
PF13656	PF00562	3did
PF13656	PF03870	3did
PF02150	PF06870	3did
PF02150	PF04998	3did
PF02150	PF04563	3did
PF01194	PF00562	3did
PF08292	PF03874	3did
PF08292	PF03876	3did
PF06883	PF05000	3did
PF06883	PF04563	3did
PF06883	PF04565	3did
PF06883	PF04567	3did
PF04997	PF12137	3did
PF04997	PF04997	3did
PF04997	PF00623	3did
PF04997	PF04983	3did
PF04997	PF04998	3did
PF04997	PF04563	3did
PF04997	PF00562	3did
PF04997	PF04560	3did
PF04997	PF03874	3did
PF04997	PF01191	3did
PF04997	PF12136	3did
PF04997	PF03876	3did
PF04997	PF04546	3did
PF04997	PF03979	3did
PF04997	PF00140	3did
PF04997	PF04542	3did
PF04997	PF04539	3did
PF04997	PF04545	3did
PF04997	PF03439	3did
PF04997	PF08271	3did
PF00623	PF12137	3did
PF00623	PF04983	3did
PF00623	PF04998	3did
PF00623	PF00562	3did
PF00623	PF04560	3did
PF00623	PF01192	3did
PF00623	PF03876	3did
PF00623	PF04539	3did
PF00623	PF08271	3did
PF04983	PF05000	3did
PF04983	PF04998	3did
PF04983	PF04563	3did
PF04983	PF00562	3did
PF04983	PF01192	3did
PF04983	PF03870	3did
PF05000	PF04998	3did
PF05000	PF04563	3did
PF05000	PF04565	3did
PF05000	PF10385	3did
PF05000	PF04567	3did
PF05000	PF00562	3did
PF05000	PF03870	3did
PF05000	PF01096	3did
PF05000	PF07500	3did
PF04998	PF04998	3did
PF04998	PF04563	3did
PF04998	PF04565	3did
PF04998	PF10385	3did
PF04998	PF04567	3did
PF04998	PF00562	3did
PF04998	PF04560	3did
PF04998	PF01191	3did
PF04998	PF03871	3did
PF04998	PF01192	3did
PF04998	PF03979	3did
PF04998	PF04545	3did
PF04998	PF01096	3did
PF04998	PF07500	3did
PF04563	PF04563	3did
PF04563	PF04565	3did
PF04563	PF04566	3did
PF04563	PF10385	3did
PF04563	PF04567	3did
PF04563	PF00562	3did
PF04563	PF03979	3did
PF04563	PF00140	3did
PF04563	PF04542	3did
PF04563	PF04539	3did
PF04563	PF00382	3did
PF04563	PF05793	3did
PF04563	PF01096	3did
PF04565	PF04566	3did
PF04565	PF10385	3did
PF04565	PF04567	3did
PF04565	PF00562	3did
PF04566	PF04567	3did
PF04567	PF00562	3did
PF00562	PF00562	3did
PF00562	PF04560	3did
PF00562	PF04546	3did
PF00562	PF04539	3did
PF00562	PF04545	3did
PF00562	PF00176	3did
PF00562	PF00382	3did
PF00562	PF01096	3did
PF00562	PF08271	3did
PF04560	PF01192	3did
PF04560	PF00575	3did
PF04560	PF03876	3did
PF04560	PF04539	3did
PF03874	PF00575	3did
PF03874	PF03876	3did
PF01191	PF03871	3did
PF01191	PF12136	3did
PF03871	PF07500	3did
PF01192	PF03876	3did
PF03431	PF03431	3did
PF03431	PF00575	3did
PF03431	PF00627	3did
PF00773	PF00773	3did
PF00773	PF00575	3did
PF02508	PF02508	3did
PF14760	PF14760	3did
PF08343	PF02867	3did
PF08343	PF00317	3did
PF08343	PF00268	3did
PF03259	PF03259	3did
PF00480	PF00480	3did
PF02027	PF02027	3did
PF01815	PF01815	3did
PF05082	PF05082	3did
PF00639	PF00639	3did
PF00639	PF09312	3did
PF00639	PF00397	3did
PF12289	PF12289	3did
PF00980	PF00980	3did
PF00980	PF05087	3did
PF02509	PF02509	3did
PF01665	PF01665	3did
PF01452	PF01452	3did
PF05087	PF05087	3did
PF04181	PF04181	3did
PF08784	PF08784	3did
PF08784	PF02217	3did
PF03055	PF03055	3did
PF02755	PF02755	3did
PF10602	PF10602	3did
PF14700	PF14700	3did
PF04032	PF01868	3did
PF09382	PF09382	3did
PF09382	PF07686	3did
PF01765	PF01016	3did
PF01765	PF00164	3did
PF01765	PF01765	3did
PF01765	PF07686	3did
PF02082	PF02082	3did
PF00076	PF00076	3did
PF00076	PF13893	3did
PF00076	PF14259	3did
PF00076	PF06487	3did
PF00076	PF08920	3did
PF00076	PF12220	3did
PF00076	PF01044	3did
PF00076	PF08389	3did
PF08777	PF08777	3did
PF10598	PF10596	3did
PF13893	PF13893	3did
PF13893	PF14259	3did
PF13893	PF00085	3did
PF14259	PF14259	3did
PF14259	PF01044	3did
PF14259	PF08080	3did
PF05327	PF05327	3did
PF00398	PF00398	3did
PF06962	PF06962	3did
PF13234	PF13234	3did
PF08071	PF00163	3did
PF08071	PF00900	3did
PF08071	PF01479	3did
PF08678	PF08678	3did
PF08673	PF08673	3did
PF04353	PF04545	3did
PF03872	PF04542	3did
PF03872	PF08281	3did
PF04378	PF04378	3did
PF01137	PF01137	3did
PF01139	PF01139	3did
PF02334	PF02334	3did
PF07809	PF07809	3did
PF08512	PF08512	3did
PF08512	PF03531	3did
PF05750	PF05750	3did
PF05748	PF05748	3did
PF09273	PF09273	3did
PF09273	PF00856	3did
PF00016	PF00016	3did
PF00016	PF02788	3did
PF00016	PF00101	3did
PF02788	PF02788	3did
PF02788	PF00101	3did
PF00101	PF00101	3did
PF00301	PF00301	3did
PF02915	PF02915	3did
PF02759	PF00071	3did
PF02759	PF02759	3did
PF00853	PF00853	3did
PF05866	PF05866	3did
PF07499	PF01330	3did
PF07499	PF05496	3did
PF01330	PF01330	3did
PF05491	PF05491	3did
PF05491	PF05496	3did
PF05496	PF05496	3did
PF05496	PF06068	3did
PF02075	PF02075	3did
PF00665	PF00665	3did
PF00077	PF00077	3did
PF00078	PF00078	3did
PF00078	PF06815	3did
PF00078	PF06817	3did
PF00078	PF12009	3did
PF00078	PF07686	3did
PF13456	PF13456	3did
PF13456	PF01547	3did
PF06815	PF06815	3did
PF06815	PF06817	3did
PF05773	PF00179	3did
PF01365	PF01365	3did
PF01365	PF00622	3did
PF02026	PF02026	3did
PF02026	PF00622	3did
PF05526	PF05526	3did
PF02773	PF02773	3did
PF02773	PF02772	3did
PF02773	PF00438	3did
PF02772	PF02772	3did
PF02772	PF00438	3did
PF00438	PF00438	3did
PF02574	PF02574	3did
PF00575	PF00575	3did
PF00575	PF03876	3did
PF02265	PF02265	3did
PF07422	PF07422	3did
PF00277	PF00277	3did
PF03399	PF03399	3did
PF03435	PF03435	3did
PF04455	PF04455	3did
PF02182	PF02182	3did
PF02182	PF00856	3did
PF08666	PF08666	3did
PF09460	PF09460	3did
PF13144	PF13144	3did
PF04092	PF04092	3did
PF04092	PF07686	3did
PF01259	PF01259	3did
PF05924	PF14604	3did
PF00536	PF00536	3did
PF00536	PF07647	3did
PF07647	PF07647	3did
PF07647	PF00522	3did
PF01887	PF01887	3did
PF01536	PF01536	3did
PF04445	PF04445	3did
PF02198	PF02198	3did
PF01342	PF01342	3did
PF05184	PF05184	3did
PF05184	PF03489	3did
PF03489	PF03489	3did
PF09399	PF09399	3did
PF03343	PF00240	3did
PF00269	PF00269	3did
PF06426	PF06426	3did
PF13558	PF13558	3did
PF13558	PF12320	3did
PF01172	PF09377	3did
PF01758	PF01758	3did
PF11621	PF10569	3did
PF01547	PF00041	3did
PF01547	PF01547	3did
PF01547	PF13416	3did
PF01547	PF06003	3did
PF01547	PF05076	3did
PF01547	PF12470	3did
PF01547	PF03567	3did
PF01547	PF01387	3did
PF01547	PF00899	3did
PF01547	PF00429	3did
PF01547	PF11613	3did
PF01547	PF00400	3did
PF01547	PF08817	3did
PF01547	PF00100	3did
PF13531	PF13531	3did
PF00497	PF00497	3did
PF00497	PF01464	3did
PF00496	PF00496	3did
PF13343	PF13343	3did
PF03480	PF03480	3did
PF13416	PF13416	3did
PF13416	PF07686	3did
PF11418	PF11418	3did
PF02023	PF02023	3did
PF02404	PF00047	3did
PF02404	PF02404	3did
PF02630	PF02630	3did
PF02036	PF02036	3did
PF13530	PF13530	3did
PF02616	PF02616	3did
PF02982	PF02982	3did
PF08970	PF08970	3did
PF00375	PF00375	3did
PF03937	PF03937	3did
PF03313	PF03313	3did
PF03313	PF03315	3did
PF03315	PF03315	3did
PF01127	PF01127	3did
PF10425	PF10425	3did
PF08598	PF08598	3did
PF02810	PF02556	3did
PF00995	PF00995	3did
PF00995	PF11416	3did
PF00995	PF00804	3did
PF00995	PF04840	3did
PF12932	PF12931	3did
PF12932	PF00400	3did
PF12931	PF12931	3did
PF12931	PF00400	3did
PF08033	PF04815	3did
PF08033	PF04811	3did
PF08033	PF11549	3did
PF08033	PF04810	3did
PF04815	PF04811	3did
PF04811	PF04811	3did
PF04811	PF11549	3did
PF06428	PF06428	3did
PF15277	PF15277	3did
PF03911	PF00584	3did
PF03911	PF00344	3did
PF01369	PF01369	3did
PF07517	PF07517	3did
PF07517	PF07516	3did
PF07517	PF03840	3did
PF07517	PF00344	3did
PF07516	PF07516	3did
PF07516	PF03840	3did
PF07516	PF00344	3did
PF02556	PF02556	3did
PF13721	PF13721	3did
PF02355	PF02355	3did
PF02355	PF07549	3did
PF00584	PF00344	3did
PF03840	PF00344	3did
PF03958	PF03958	3did
PF03958	PF07686	3did
PF00344	PF07686	3did
PF04628	PF04051	3did
PF08357	PF08357	3did
PF08238	PF08238	3did
PF08238	PF00515	3did
PF08238	PF07719	3did
PF03841	PF03841	3did
PF09105	PF09106	3did
PF11524	PF11524	3did
PF01641	PF01641	3did
PF01403	PF01403	3did
PF01403	PF01833	3did
PF01403	PF00089	3did
PF01403	PF07686	3did
PF01118	PF01118	3did
PF01118	PF02774	3did
PF02774	PF02774	3did
PF09631	PF09631	3did
PF00735	PF00735	3did
PF03925	PF03925	3did
PF00079	PF00079	3did
PF00079	PF01033	3did
PF00079	PF00089	3did
PF00273	PF00273	3did
PF00273	PF07686	3did
PF00273	PF09164	3did
PF02403	PF00587	3did
PF06821	PF06821	3did
PF00856	PF00856	3did
PF12108	PF01805	3did
PF03749	PF03749	3did
PF08209	PF00443	3did
PF08450	PF08450	3did
PF05002	PF01023	3did
PF00017	PF00041	3did
PF00017	PF00017	3did
PF00017	PF00018	3did
PF00017	PF07653	3did
PF00017	PF07525	3did
PF00017	PF02864	3did
PF00017	PF00102	3did
PF14633	PF14633	3did
PF04908	PF04908	3did
PF00018	PF08944	3did
PF00018	PF00018	3did
PF00018	PF07653	3did
PF00018	PF00089	3did
PF00018	PF00240	3did
PF07653	PF07653	3did
PF08460	PF08460	3did
PF12913	PF12914	3did
PF13457	PF13457	3did
PF14604	PF14604	3did
PF14604	PF00240	3did
PF11435	PF11435	3did
PF01488	PF01488	3did
PF01488	PF08501	3did
PF08501	PF08501	3did
PF03865	PF03865	3did
PF00464	PF00464	3did
PF03876	PF03876	3did
PF09032	PF09032	3did
PF09264	PF09264	3did
PF02973	PF02973	3did
PF11778	PF11418	3did
PF00158	PF00158	3did
PF14532	PF14532	3did
PF04546	PF04546	3did
PF04546	PF00140	3did
PF04546	PF04542	3did
PF03979	PF00140	3did
PF03979	PF04542	3did
PF00140	PF04542	3did
PF00140	PF04539	3did
PF04542	PF04542	3did
PF04542	PF04539	3did
PF04542	PF04545	3did
PF04542	PF08281	3did
PF04542	PF13490	3did
PF04539	PF04545	3did
PF04545	PF04545	3did
PF04545	PF13490	3did
PF08281	PF08281	3did
PF03084	PF03084	3did
PF04402	PF04402	3did
PF05422	PF05422	3did
PF03145	PF03145	3did
PF08671	PF08671	3did
PF04938	PF06003	3did
PF04938	PF03517	3did
PF05709	PF05709	3did
PF02146	PF02146	3did
PF14823	PF14824	3did
PF14824	PF14824	3did
PF01380	PF10432	3did
PF01380	PF01380	3did
PF13580	PF13580	3did
PF01202	PF01202	3did
PF02437	PF02437	3did
PF01466	PF01466	3did
PF01466	PF03931	3did
PF03931	PF03931	3did
PF03931	PF00240	3did
PF03931	PF01847	3did
PF03931	PF00559	3did
PF05889	PF05889	3did
PF10531	PF10531	3did
PF15247	PF15247	3did
PF08639	PF08639	3did
PF05916	PF05916	3did
PF00395	PF00395	3did
PF09111	PF15612	3did
PF01464	PF01464	3did
PF01464	PF14718	3did
PF02258	PF02258	3did
PF02258	PF07686	3did
PF09057	PF09057	3did
PF06470	PF06470	3did
PF02463	PF02616	3did
PF02463	PF02463	3did
PF07574	PF08746	3did
PF09346	PF09346	3did
PF04355	PF04355	3did
PF01668	PF01668	3did
PF01713	PF01713	3did
PF14938	PF14938	3did
PF14938	PF05739	3did
PF14938	PF00957	3did
PF05739	PF00995	3did
PF05739	PF05739	3did
PF05739	PF05835	3did
PF05739	PF00957	3did
PF05739	PF00804	3did
PF05739	PF12352	3did
PF00565	PF00565	3did
PF00565	PF00567	3did
PF00565	PF07686	3did
PF00209	PF00209	3did
PF00209	PF07686	3did
PF00176	PF00176	3did
PF03357	PF03357	3did
PF09051	PF09050	3did
PF09050	PF09049	3did
PF01174	PF01174	3did
PF01174	PF01680	3did
PF07366	PF07366	3did
PF12680	PF12680	3did
PF13474	PF13474	3did
PF13577	PF13577	3did
PF07525	PF03931	3did
PF00080	PF00080	3did
PF02777	PF02777	3did
PF02777	PF00081	3did
PF00081	PF00081	3did
PF09055	PF09055	3did
PF01033	PF01033	3did
PF01033	PF00021	3did
PF13981	PF13981	3did
PF13981	PF13979	3did
PF13981	PF00179	3did
PF13979	PF13979	3did
PF13979	PF00179	3did
PF07682	PF07682	3did
PF04203	PF04203	3did
PF01680	PF01680	3did
PF01680	PF05690	3did
PF04832	PF04832	3did
PF04267	PF04268	3did
PF13501	PF13501	3did
PF13501	PF08770	3did
PF08770	PF08770	3did
PF14313	PF13008	3did
PF03014	PF03014	3did
PF03014	PF07686	3did
PF14028	PF14028	3did
PF08286	PF08234	3did
PF11544	PF11544	3did
PF00435	PF00435	3did
PF00435	PF00791	3did
PF01564	PF01564	3did
PF11260	PF11260	3did
PF09408	PF09408	3did
PF09408	PF07686	3did
PF02513	PF02513	3did
PF08769	PF08769	3did
PF01052	PF01052	3did
PF14689	PF14689	3did
PF14689	PF14682	3did
PF14682	PF14682	3did
PF11964	PF11964	3did
PF07228	PF07228	3did
PF14171	PF14171	3did
PF14171	PF14185	3did
PF06468	PF06468	3did
PF09388	PF09388	3did
PF12164	PF12164	3did
PF07084	PF07084	3did
PF02590	PF02590	3did
PF00588	PF00588	3did
PF00588	PF08032	3did
PF00588	PF04705	3did
PF12105	PF00588	3did
PF07451	PF07451	3did
PF04026	PF04026	3did
PF04232	PF04232	3did
PF00622	PF00622	3did
PF08644	PF03531	3did
PF06093	PF03439	3did
PF03439	PF03439	3did
PF03534	PF03534	3did
PF03534	PF12255	3did
PF03534	PF12256	3did
PF00494	PF00494	3did
PF00299	PF00299	3did
PF00299	PF00089	3did
PF07304	PF07304	3did
PF00530	PF00530	3did
PF00530	PF00089	3did
PF00319	PF00319	3did
PF04086	PF09439	3did
PF02290	PF02290	3did
PF02290	PF05486	3did
PF01922	PF01922	3did
PF00448	PF00448	3did
PF00448	PF02881	3did
PF00448	PF02978	3did
PF02881	PF02881	3did
PF02881	PF02978	3did
PF09439	PF09439	3did
PF09439	PF09201	3did
PF02978	PF02978	3did
PF00436	PF00436	3did
PF00436	PF07686	3did
PF00474	PF00474	3did
PF04686	PF04686	3did
PF00720	PF00720	3did
PF04386	PF04386	3did
PF03531	PF03531	3did
PF04722	PF04722	3did
PF09023	PF09023	3did
PF02821	PF02821	3did
PF02821	PF00089	3did
PF01123	PF01123	3did
PF01123	PF07686	3did
PF02876	PF01123	3did
PF02876	PF02876	3did
PF02876	PF07686	3did
PF01852	PF01852	3did
PF01740	PF01740	3did
PF12162	PF02135	3did
PF12188	PF02135	3did
PF00836	PF00836	3did
PF00836	PF00091	3did
PF00836	PF03953	3did
PF01017	PF02864	3did
PF02864	PF02864	3did
PF06406	PF06406	3did
PF07660	PF03958	3did
PF07660	PF07660	3did
PF10451	PF12658	3did
PF09170	PF15490	3did
PF09170	PF01336	3did
PF04270	PF04270	3did
PF01657	PF01657	3did
PF08232	PF08232	3did
PF03481	PF01300	3did
PF01300	PF01300	3did
PF01300	PF07503	3did
PF00862	PF00862	3did
PF05843	PF05843	3did
PF02657	PF02657	3did
PF05076	PF05076	3did
PF05076	PF12470	3did
PF12470	PF12470	3did
PF04198	PF04198	3did
PF00083	PF00083	3did
PF14568	PF14568	3did
PF03846	PF03846	3did
PF00884	PF00884	3did
PF00884	PF14707	3did
PF14707	PF14707	3did
PF00685	PF00685	3did
PF03567	PF03567	3did
PF13469	PF13469	3did
PF12193	PF12193	3did
PF09037	PF09037	3did
PF11479	PF11479	3did
PF01975	PF01975	3did
PF09006	PF09006	3did
PF07244	PF07244	3did
PF07980	PF07980	3did
PF07980	PF14322	3did
PF12741	PF12741	3did
PF12771	PF12771	3did
PF14322	PF14322	3did
PF00084	PF00084	3did
PF00084	PF09014	3did
PF00084	PF10569	3did
PF00084	PF00089	3did
PF00084	PF07686	3did
PF00084	PF00092	3did
PF09014	PF09014	3did
PF07061	PF07061	3did
PF02201	PF00299	3did
PF02201	PF02201	3did
PF02201	PF07686	3did
PF04099	PF04099	3did
PF04099	PF04051	3did
PF07348	PF07348	3did
PF05835	PF00957	3did
PF02078	PF02750	3did
PF02750	PF02750	3did
PF00957	PF00957	3did
PF00957	PF12352	3did
PF15191	PF15191	3did
PF01034	PF01034	3did
PF00804	PF00804	3did
PF09177	PF09177	3did
PF01023	PF01023	3did
PF00907	PF00907	3did
PF00437	PF00437	3did
PF00437	PF05134	3did
PF00482	PF00482	3did
PF08334	PF08334	3did
PF02501	PF02501	3did
PF02501	PF11612	3did
PF02501	PF03934	3did
PF11612	PF11612	3did
PF11612	PF03934	3did
PF11612	PF07686	3did
PF05134	PF05134	3did
PF04612	PF04612	3did
PF08994	PF08993	3did
PF07880	PF07880	3did
PF12790	PF12790	3did
PF05010	PF05010	3did
PF14517	PF14517	3did
PF09305	PF00229	3did
PF02969	PF02291	3did
PF05236	PF03847	3did
PF04719	PF02269	3did
PF08013	PF08013	3did
PF09141	PF09141	3did
PF09141	PF01044	3did
PF07519	PF07519	3did
PF04177	PF04177	3did
PF09281	PF07686	3did
PF02203	PF02203	3did
PF00539	PF00539	3did
PF00902	PF00902	3did
PF01026	PF01026	3did
PF02668	PF02668	3did
PF01361	PF01361	3did
PF14552	PF14552	3did
PF14832	PF14832	3did
PF14541	PF14541	3did
PF14541	PF14543	3did
PF14543	PF14543	3did
PF02970	PF02970	3did
PF07986	PF07986	3did
PF06331	PF06331	3did
PF00352	PF00352	3did
PF00352	PF09247	3did
PF00352	PF03153	3did
PF00352	PF02751	3did
PF00352	PF00382	3did
PF07106	PF07106	3did
PF12919	PF12919	3did
PF12919	PF12918	3did
PF12255	PF12256	3did
PF01840	PF01840	3did
PF07202	PF07202	3did
PF05946	PF05946	3did
PF11628	PF11628	3did
PF03401	PF03401	3did
PF03645	PF03645	3did
PF00838	PF00838	3did
PF01285	PF01285	3did
PF01285	PF15245	3did
PF01285	PF07545	3did
PF03848	PF03848	3did
PF03848	PF05958	3did
PF12009	PF12009	3did
PF10193	PF10193	3did
PF15490	PF01336	3did
PF03070	PF03070	3did
PF05733	PF05733	3did
PF05310	PF05310	3did
PF05099	PF05099	3did
PF02342	PF02342	3did
PF03592	PF03592	3did
PF03237	PF03237	3did
PF01397	PF03936	3did
PF03936	PF03936	3did
PF13972	PF00440	3did
PF11401	PF11401	3did
PF02909	PF02909	3did
PF02909	PF00440	3did
PF08361	PF08361	3did
PF08361	PF00440	3did
PF08362	PF08362	3did
PF08362	PF00440	3did
PF08359	PF08359	3did
PF08359	PF00440	3did
PF08360	PF08360	3did
PF08360	PF00440	3did
PF13977	PF13977	3did
PF13977	PF00440	3did
PF14246	PF14246	3did
